Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
3,354.6,11.96,788.5,6.69,-22.41,540.2,0.5049,Medium
2,1414.5,-12.23,527.9,7.56,40.44,161.2,0.732,High
1,305.9,-4.98,620.2,1.36,1.25,3324.8,0.1293,Low
2,1577.9,3.34,480.5,6.91,4.38,397.2,0.499,Medium
1,250.0,-9.77,373.6,2.14,41.97,155.8,0.2024,Low
1,570.5,0.46,470.8,2.78,42.77,816.7,0.2477,Low
1,595.6,-9.31,694.4,6.39,-13.23,671.8,0.3753,Medium
2,1073.0,-3.89,756.5,3.42,3.25,907.7,0.3574,Medium
2,772.1,-2.04,554.8,2.34,30.24,218.6,0.3307,Medium
2,1345.3,-9.66,532.8,5.49,16.93,267.9,0.5274,Medium
2,805.4,5.86,396.9,6.1,34.42,367.5,0.489,Medium
1,511.7,6.46,625.3,8.88,-2.01,425.6,0.3883,Medium
1,1045.4,-11.74,688.2,7.67,51.3,343.8,0.6088,Medium
2,952.7,-1.67,518.6,5.5,8.13,202.3,0.4107,Medium
1,694.1,-6.72,590.4,2.99,36.53,571.3,0.2877,Low
1,636.0,-4.81,490.0,1.34,8.13,1247.6,0.1644,Low
1,901.2,-2.96,507.0,2.82,39.46,633.4,0.2944,Low
2,1306.7,-2.76,432.8,1.84,20.59,2388.7,0.3493,Medium
1,573.6,-5.32,503.3,2.81,14.56,378.4,0.2222,Low
3,1416.8,7.19,743.5,2.45,64.49,222.4,0.5836,Medium
1,398.2,-3.78,600.4,3.8,21.82,459.7,0.2512,Low
1,544.2,-6.45,567.5,5.63,53.37,1151.9,0.4211,Medium
1,297.1,-1.62,250.0,5.69,57.48,246.2,0.3768,Medium
2,427.8,4.08,469.7,2.52,-0.46,8766.5,0.2301,Low
1,313.4,-10.71,661.1,5.41,52.24,200.1,0.4024,Medium
1,361.1,-0.23,697.0,6.18,54.01,206.9,0.3999,Medium
1,663.0,-3.22,511.7,0.52,-37.96,728.1,0.1641,Low
3,1906.2,12.96,360.6,5.97,-2.93,244.0,0.5607,Medium
1,559.9,2.48,332.7,7.15,55.25,748.0,0.4745,Medium
2,319.7,-4.02,499.3,2.94,62.1,1370.1,0.3793,Medium
1,362.6,-7.25,560.2,2.51,53.5,265.3,0.2519,Low
1,602.2,-6.64,250.0,3.31,-0.53,3723.3,0.2141,Low
1,791.7,0.11,539.4,2.79,59.14,136.5,0.3024,Low
1,675.7,-0.04,484.4,7.18,25.5,578.8,0.4106,Medium
1,941.5,2.33,663.6,1.74,42.11,303.8,0.2463,Low
2,250.0,-4.05,336.8,6.15,32.85,290.0,0.4386,Medium
1,698.6,-2.63,457.2,2.02,50.31,551.8,0.248,Low
3,1644.9,2.9,455.9,2.91,12.49,143.6,0.4635,Medium
1,379.9,-15.76,442.4,3.42,33.91,1949.8,0.2835,Low
2,1275.3,-3.54,476.1,2.34,7.47,128.8,0.3374,Medium
1,848.3,-5.06,512.3,1.47,-7.99,2658.4,0.1909,Low
2,673.7,-1.28,653.6,5.5,28.84,737.1,0.4425,Medium
1,1093.4,-1.88,331.8,2.44,53.83,373.2,0.3214,Low
1,533.3,3.72,450.5,6.61,33.66,1950.3,0.3916,Medium
1,366.5,-1.66,602.1,2.78,26.86,1433.1,0.2072,Low
2,783.2,7.04,424.5,0.58,55.99,5933.2,0.2857,Low
1,291.3,0.35,484.6,1.69,-10.71,1855.9,0.1326,Low
1,571.1,6.36,451.3,6.13,6.7,1367.3,0.312,Low
1,334.3,-3.32,464.6,6.81,-35.03,1995.4,0.39,Medium
1,1613.4,7.72,521.7,8.28,58.53,937.1,0.6815,High
1,374.7,3.21,486.6,1.0,55.33,338.1,0.1541,Low
1,681.5,1.91,420.1,2.34,45.23,175.7,0.2449,Low
1,612.2,-4.87,383.6,3.59,44.93,2617.3,0.3054,Low
2,994.9,-4.46,522.6,6.48,52.94,2654.0,0.6222,Medium
1,738.2,1.17,533.1,9.0,33.68,224.0,0.517,Medium
2,1059.5,2.9,250.0,2.12,2.49,186.3,0.2797,Low
2,390.9,-0.42,564.9,8.1,11.3,2183.8,0.4514,Medium
1,466.7,-13.49,309.1,2.36,56.56,215.2,0.2638,Low
2,404.8,-1.71,490.9,3.69,33.8,208.6,0.3488,Medium
2,410.3,2.4,604.8,4.64,-2.6,179.3,0.3045,Low
3,840.5,11.5,446.8,6.48,52.58,252.9,0.6622,High
1,1036.0,2.21,334.9,2.49,61.46,1222.8,0.3249,Low
2,651.5,-1.59,755.4,8.9,2.76,170.3,0.4851,Medium
2,1128.0,-0.47,452.6,5.84,10.08,3773.8,0.4396,Medium
2,447.1,2.6,422.6,5.76,-10.1,1357.7,0.3663,Medium
1,589.1,-1.68,533.6,4.12,11.83,250.0,0.2575,Low
2,340.4,1.69,486.0,2.04,34.56,159.0,0.2617,Low
1,387.1,3.35,263.6,1.31,47.77,600.3,0.1634,Low
1,905.1,0.1,317.7,7.11,-10.23,286.0,0.3892,Medium
1,555.2,-2.35,712.4,8.3,8.53,154.5,0.4009,Medium
2,936.5,9.11,516.9,2.8,53.21,668.4,0.407,Medium
1,250.0,-2.32,302.2,6.11,7.9,176.2,0.2861,Low
1,644.1,-1.22,440.2,5.65,47.42,1314.1,0.3992,Medium
1,740.1,6.23,314.2,7.04,17.15,4995.5,0.3891,Medium
2,432.3,8.97,737.9,5.76,30.83,211.9,0.4207,Medium
2,1010.8,-0.21,453.5,1.57,24.94,858.0,0.3028,Low
1,478.2,-1.35,307.1,5.55,-2.19,2076.6,0.2751,Low
2,991.2,1.42,516.3,5.98,0.6,964.2,0.3987,Medium
2,1007.1,4.44,548.2,0.85,24.07,529.1,0.2709,Low
1,287.4,6.68,491.4,1.83,55.37,533.2,0.1824,Low
2,677.0,-3.01,541.6,6.52,39.94,279.6,0.5301,Medium
2,393.7,9.47,384.1,3.18,5.75,588.7,0.2593,Low
3,261.8,-2.8,502.7,3.37,27.91,292.9,0.4035,Medium
2,363.4,-4.2,373.7,1.57,5.1,1597.0,0.2158,Low
1,332.3,-9.58,501.2,7.84,60.03,267.8,0.5254,Medium
3,528.7,0.86,495.1,1.03,57.76,984.0,0.3736,Medium
1,427.8,-11.09,459.0,3.22,31.1,6525.4,0.2639,Low
1,547.0,-0.73,454.0,5.77,50.71,1934.7,0.3986,Medium
1,432.6,-7.21,572.8,2.6,51.76,686.8,0.2633,Low
1,298.0,3.87,481.3,6.23,-38.03,262.7,0.3575,Medium
1,728.9,-1.21,509.7,5.64,28.7,380.9,0.3657,Medium
2,667.3,-20.98,645.5,3.98,17.8,374.4,0.4973,Medium
2,625.2,-4.66,426.0,2.56,45.8,142.6,0.367,Medium
2,678.8,-0.44,464.0,1.25,6.35,1623.0,0.2228,Low
1,482.2,11.32,452.6,2.17,32.26,696.5,0.196,Low
1,307.5,3.57,495.6,1.14,49.71,862.2,0.1472,Low
2,483.3,-2.22,408.5,6.4,8.68,1994.8,0.3985,Medium
1,464.5,-6.96,594.2,5.5,0.92,159.5,0.2879,Low
1,402.3,-0.3,275.3,7.97,24.85,383.3,0.4101,Medium
1,592.6,0.61,428.9,5.83,53.28,5892.8,0.4107,Medium
1,587.3,-1.47,512.3,1.6,34.19,620.0,0.1916,Low
2,885.6,2.38,478.5,2.48,35.58,990.1,0.347,Medium
1,264.4,-4.0,452.9,0.0,11.43,497.6,0.0791,Low
2,690.8,-2.33,497.6,1.42,-7.29,2324.1,0.2419,Low
2,261.5,-0.12,336.3,5.8,37.41,618.1,0.4202,Medium
3,357.7,-2.59,423.3,3.29,32.3,2718.0,0.4171,Medium
2,441.2,-5.62,527.9,2.15,13.62,3232.2,0.2748,Low
1,584.8,9.67,250.0,6.61,50.52,318.7,0.4399,Medium
1,664.9,3.82,435.1,5.89,-0.28,264.9,0.2975,Low
1,403.9,-8.65,601.7,2.07,20.95,1072.1,0.1999,Low
3,2598.2,5.15,429.5,3.0,26.91,120.2,0.6232,Medium
2,330.0,-11.48,517.5,2.98,-13.24,1005.2,0.326,Low
2,553.9,-3.69,809.4,4.79,-19.93,3286.2,0.4017,Medium
1,436.4,3.76,533.8,1.51,44.22,2229.0,0.1755,Low
1,385.9,-1.37,570.9,0.02,50.34,147.0,0.111,Low
1,567.1,0.43,606.1,2.98,-5.99,189.6,0.2,Low
1,468.5,-4.53,521.0,1.06,34.33,552.9,0.1648,Low
2,250.0,-4.03,520.6,2.55,46.52,395.0,0.3222,Low
2,732.8,0.64,539.6,5.19,60.13,482.8,0.5131,Medium
2,759.2,1.96,544.0,2.72,36.02,1199.8,0.3433,Medium
1,2721.6,13.1,321.6,4.55,-10.93,1911.6,0.4812,Medium
2,338.0,7.92,536.8,0.0,56.14,1565.9,0.1983,Low
2,1645.6,-7.98,601.2,7.97,36.73,405.2,0.7395,High
2,453.0,0.46,404.3,2.61,54.98,393.9,0.3374,Medium
1,815.9,-7.55,353.2,7.62,16.13,2514.7,0.431,Medium
1,535.4,-8.24,751.3,6.09,57.58,2068.0,0.4711,Medium
2,806.8,15.0,643.1,1.6,-9.18,459.4,0.2506,Low
1,387.8,-3.18,568.6,6.24,12.62,664.7,0.3212,Low
2,656.6,-8.7,542.7,5.59,59.45,3069.8,0.5903,Medium
2,760.3,-7.57,390.6,2.16,54.51,956.8,0.3986,Medium
3,1049.0,8.46,524.0,5.61,52.67,432.6,0.6488,Medium
2,307.7,-11.2,401.0,1.7,3.04,218.4,0.2413,Low
2,332.5,-1.79,460.9,6.92,-6.4,2825.6,0.3945,Medium
2,627.2,-2.26,539.7,6.03,58.33,612.8,0.5526,Medium
1,264.8,-2.24,250.0,1.92,54.6,965.5,0.1873,Low
1,3499.5,-3.28,567.4,3.63,53.86,968.0,0.7057,High
3,255.7,0.38,443.0,2.18,10.81,173.7,0.2916,Low
2,1000.6,-1.59,483.3,3.33,35.07,5212.9,0.4057,Medium
3,1346.3,0.21,682.3,2.2,22.58,187.1,0.4372,Medium
1,447.5,0.19,485.9,1.64,32.97,495.7,0.1704,Low
1,1235.9,5.09,641.4,6.22,21.79,151.5,0.4234,Medium
3,335.1,-10.0,451.4,6.6,55.31,550.2,0.7081,High
1,414.3,0.04,467.7,6.25,-38.63,453.3,0.3738,Medium
1,364.2,-10.16,429.4,8.32,16.86,159.0,0.422,Medium
1,572.2,-1.58,250.0,2.29,-0.75,1009.0,0.1713,Low
1,547.7,-3.92,476.8,1.13,26.4,393.1,0.1653,Low
1,434.6,-11.48,541.5,7.47,56.9,133.2,0.5226,Medium
3,1284.3,-1.25,573.7,7.51,17.19,576.0,0.6283,Medium
2,1078.9,2.67,566.2,7.16,36.51,917.5,0.574,Medium
3,816.2,0.08,642.1,3.83,42.32,363.6,0.5027,Medium
2,250.0,6.15,602.6,4.96,41.66,153.6,0.3921,Medium
1,273.5,1.28,521.3,0.94,19.74,1164.8,0.1105,Low
2,1782.2,-3.69,479.5,3.81,12.14,3989.6,0.4558,Medium
1,693.3,-5.39,396.6,6.41,-1.15,1432.3,0.3306,Medium
2,539.3,5.45,410.4,0.44,-0.13,151.3,0.1705,Low
1,390.9,0.97,538.7,5.91,35.68,661.2,0.3497,Medium
1,819.3,1.93,495.0,3.52,-13.11,399.6,0.2565,Low
2,933.5,1.97,386.6,1.56,11.58,2039.8,0.2666,Low
1,261.7,-1.02,589.8,5.86,37.83,414.8,0.3404,Medium
2,1209.2,0.77,751.5,2.7,45.21,273.1,0.4187,Medium
2,798.4,-2.35,523.9,7.71,-3.09,791.7,0.4598,Medium
1,480.6,5.81,544.5,2.73,17.45,200.0,0.1989,Low
3,301.0,4.28,571.7,8.04,17.7,4143.2,0.5345,Medium
1,682.1,-5.2,254.7,2.23,54.86,168.1,0.2633,Low
1,916.6,-3.27,508.1,5.57,22.59,331.7,0.3752,Medium
2,937.0,-2.64,500.4,0.42,0.59,430.6,0.2205,Low
2,665.7,-1.58,393.5,1.64,53.63,119.6,0.3259,Low
2,810.9,-9.27,525.4,4.0,-16.96,2840.5,0.4117,Medium
1,283.7,-1.19,454.8,1.28,65.42,1482.6,0.1681,Low
2,319.1,-5.26,576.4,1.15,-4.67,796.5,0.2113,Low
2,415.8,-1.89,298.1,0.4,17.89,827.5,0.1863,Low
2,310.9,-7.02,586.3,9.0,-12.37,1472.8,0.5226,Medium
2,651.2,-6.28,667.2,7.48,2.4,7380.0,0.466,Medium
1,583.9,-1.6,529.1,2.26,53.63,136.1,0.2464,Low
1,283.3,6.39,434.7,6.01,57.02,193.7,0.3867,Medium
2,1271.9,-9.15,427.1,2.75,-5.36,5221.1,0.3693,Medium
1,472.2,8.93,543.5,2.7,-36.25,1058.2,0.2226,Low
3,1658.8,-0.6,564.6,8.66,60.19,398.2,0.9177,High
1,1058.4,9.35,745.4,5.96,41.96,659.0,0.4482,Medium
3,1699.0,-1.99,589.4,8.59,-7.71,325.4,0.6724,High
1,632.3,5.96,548.7,4.38,-1.74,4843.8,0.2467,Low
2,423.5,8.43,551.1,4.85,1.99,9923.0,0.3112,Low
1,450.4,-2.42,448.4,2.06,57.25,270.4,0.2253,Low
1,705.5,-3.67,538.1,6.61,25.99,227.6,0.4038,Medium
1,477.7,5.66,482.5,6.14,55.56,431.0,0.4158,Medium
3,326.9,-1.23,560.4,1.65,37.88,1669.6,0.3493,Medium
1,462.4,-6.46,544.2,7.38,4.5,3797.8,0.3576,Medium
1,651.3,0.22,485.0,2.04,-25.7,130.5,0.2015,Low
1,391.2,-13.19,466.9,3.75,28.09,239.7,0.2828,Low
3,392.8,0.37,601.5,2.06,-33.4,167.5,0.3514,Medium
1,312.6,-4.47,530.2,6.6,32.21,148.9,0.3771,Medium
2,284.6,-0.63,483.8,2.91,36.49,1151.2,0.2996,Low
2,654.0,1.8,278.0,2.88,22.21,258.5,0.3087,Low
1,650.8,-4.07,520.9,5.42,43.95,154.4,0.3923,Medium
2,312.8,-5.89,567.8,7.62,-5.5,3207.9,0.4404,Medium
1,522.6,-0.89,537.9,5.79,55.19,1060.8,0.4075,Medium
1,576.6,-6.22,529.9,1.92,-2.4,147.5,0.176,Low
3,250.0,6.97,511.5,0.29,6.0,1736.7,0.215,Low
1,813.7,-1.33,602.2,4.38,-1.0,255.5,0.2663,Low
1,373.5,-3.02,620.6,2.0,-5.37,696.7,0.1559,Low
1,787.6,-2.25,494.9,1.67,57.71,233.4,0.2529,Low
2,250.0,-6.52,368.9,3.48,11.65,3525.0,0.294,Low
2,296.0,9.83,489.4,1.08,-3.15,350.9,0.1732,Low
1,773.1,-8.25,442.5,3.68,58.13,3278.4,0.3685,Medium
3,1609.2,-1.58,684.5,3.11,9.95,3113.6,0.4762,Medium
1,419.3,0.1,548.3,6.49,-1.09,359.1,0.2967,Low
2,861.8,5.66,250.0,5.49,5.85,993.4,0.3857,Medium
1,931.1,-0.47,524.2,3.31,-1.1,388.5,0.2388,Low
2,623.0,5.92,513.4,5.7,60.22,761.3,0.5237,Medium
1,716.8,-10.55,608.2,3.26,43.74,773.5,0.3322,Medium
1,280.1,-5.5,261.8,0.93,47.75,5114.2,0.1426,Low
1,315.7,-2.02,574.6,1.69,-7.3,418.3,0.1378,Low
2,881.4,0.35,671.5,5.53,58.28,5337.7,0.5446,Medium
2,382.9,2.05,506.6,1.31,58.77,258.3,0.2714,Low
1,324.9,-1.07,409.1,0.84,17.86,7342.4,0.1132,Low
3,256.4,-0.54,599.5,0.32,5.3,193.5,0.2203,Low
1,527.8,9.4,505.2,6.26,18.31,937.9,0.34,Medium
2,686.3,3.08,597.9,6.92,56.59,135.0,0.5807,Medium
3,432.1,-4.04,615.0,3.54,-14.41,189.3,0.4097,Medium
2,434.6,2.52,437.6,1.37,46.64,923.3,0.2628,Low
1,429.8,-3.33,420.5,2.19,59.03,261.5,0.2338,Low
2,727.1,-1.81,429.9,4.58,56.4,168.0,0.4837,Medium
2,734.8,0.23,287.7,3.46,59.71,1966.6,0.4271,Medium
2,617.4,8.75,593.6,3.17,58.69,1727.7,0.3943,Medium
1,370.2,-20.14,250.0,6.84,37.91,781.1,0.4252,Medium
3,970.5,-0.3,492.2,2.46,1.59,269.9,0.3507,Medium
1,456.6,1.59,621.9,4.18,16.03,935.5,0.2486,Low
2,1194.0,1.23,595.9,2.45,9.57,815.8,0.3206,Low
1,1219.1,-0.79,352.1,6.07,25.0,3434.0,0.4264,Medium
1,285.8,4.04,617.5,2.01,60.64,559.3,0.1967,Low
3,284.2,8.42,518.9,1.1,38.33,233.9,0.3074,Low
3,2053.4,-2.49,485.9,3.02,49.69,429.0,0.6722,High
2,756.6,-0.4,441.3,2.61,13.42,1192.4,0.2929,Low
1,499.5,-5.6,712.1,7.01,61.28,551.1,0.5048,Medium
2,498.7,-3.87,609.3,1.59,11.94,935.8,0.25,Low
1,381.2,-7.2,678.0,8.87,16.61,464.0,0.4467,Medium
2,844.5,0.48,522.1,2.8,-6.62,279.3,0.2919,Low
1,390.5,-2.95,506.0,1.9,57.42,235.9,0.2129,Low
1,831.0,-17.59,327.6,4.63,35.51,185.5,0.384,Medium
1,385.3,-3.98,557.7,6.05,-51.4,406.1,0.4053,Medium
1,364.0,-8.05,471.0,2.12,5.67,568.5,0.1694,Low
2,647.1,-8.88,705.9,6.01,26.42,490.8,0.519,Medium
3,417.2,-7.92,559.5,2.84,-11.51,576.8,0.4062,Medium
1,466.1,7.24,536.8,8.94,-3.52,500.3,0.3906,Medium
1,788.9,-21.47,356.0,9.0,18.82,3832.8,0.5179,Medium
1,250.0,-0.03,791.1,3.71,-5.16,944.1,0.1937,Low
2,363.7,-2.59,385.2,2.16,13.33,712.0,0.2447,Low
1,488.9,-5.41,408.4,2.53,27.47,245.6,0.2188,Low
2,1168.0,-0.75,336.6,6.31,12.37,662.4,0.4689,Medium
1,766.9,12.17,345.8,5.65,33.84,1000.0,0.3788,Medium
1,418.8,-11.29,536.2,4.19,12.13,637.4,0.2716,Low
1,271.9,-6.91,349.0,5.43,1.57,202.5,0.2603,Low
1,563.8,5.29,491.6,1.76,0.5,439.0,0.1504,Low
2,1057.8,2.34,564.6,1.28,41.73,348.2,0.3283,Low
1,472.0,1.47,419.1,2.58,-14.2,189.7,0.1876,Low
1,303.2,-0.11,388.2,6.66,48.1,538.1,0.4004,Medium
1,482.2,-1.58,512.0,2.36,57.42,287.3,0.2425,Low
3,550.2,-1.51,652.8,0.93,34.11,184.3,0.3423,Medium
1,395.5,-3.66,659.2,6.91,26.46,503.1,0.3852,Medium
1,303.1,-1.17,582.6,6.34,14.41,164.5,0.3143,Low
2,1205.4,4.13,435.6,6.07,49.16,145.5,0.5846,Medium
2,250.0,0.33,396.8,6.74,58.92,2798.0,0.5199,Medium
1,336.2,-4.28,486.5,5.29,20.44,2444.1,0.2989,Low
1,806.1,9.7,496.8,5.18,1.62,353.4,0.2899,Low
2,258.3,7.28,464.7,1.8,-9.51,650.8,0.204,Low
2,660.6,-6.87,498.1,2.37,52.4,785.1,0.3972,Medium
1,560.1,0.54,397.4,5.87,-5.48,638.8,0.2991,Low
2,776.9,6.94,548.4,2.69,-31.77,307.6,0.3349,Medium
1,306.0,3.15,518.5,6.81,46.75,9121.4,0.4041,Medium
1,835.2,5.97,492.8,1.84,56.7,1215.6,0.2583,Low
1,527.1,4.52,577.3,6.61,-38.38,218.0,0.4027,Medium
1,616.3,-2.25,649.0,6.07,28.14,235.3,0.3742,Medium
1,560.3,9.11,457.7,6.48,49.12,5971.8,0.4275,Medium
1,1006.7,-0.91,657.8,0.81,48.55,1746.2,0.225,Low
2,959.0,-1.07,363.5,6.53,16.89,628.3,0.4722,Medium
1,262.3,3.26,481.1,2.71,-30.2,151.2,0.1904,Low
2,353.8,1.4,540.4,6.41,54.52,612.7,0.5055,Medium
3,740.5,8.37,381.7,6.24,22.57,861.0,0.5296,Medium
1,561.1,-2.55,656.9,1.75,57.31,212.9,0.2297,Low
1,1190.9,-8.44,471.0,1.5,51.11,281.1,0.3086,Low
2,767.8,-4.72,427.8,8.23,54.25,639.9,0.6754,High
2,259.5,-1.54,360.1,6.09,55.36,386.0,0.488,Medium
1,449.3,-1.24,250.0,6.49,57.96,455.9,0.4365,Medium
2,782.8,0.19,505.6,5.59,49.44,586.6,0.5086,Medium
2,671.4,-0.88,524.9,5.99,54.55,241.1,0.5345,Medium
1,421.4,-1.16,451.4,2.1,40.58,591.2,0.1994,Low
1,976.4,-12.78,443.0,7.02,34.65,335.7,0.5003,Medium
1,250.0,0.11,250.0,2.51,-32.83,192.2,0.1841,Low
1,250.0,-3.84,479.8,6.67,-38.59,773.0,0.3841,Medium
2,1337.2,-0.88,723.9,5.55,-0.06,475.9,0.421,Medium
1,856.3,3.89,583.4,1.53,-13.6,855.5,0.1875,Low
1,509.4,-1.19,526.2,1.84,35.25,1030.8,0.1931,Low
1,660.5,9.59,591.3,7.51,36.25,925.2,0.4522,Medium
1,859.7,-1.09,553.8,0.59,-8.07,1637.6,0.1503,Low
2,349.3,-4.09,502.2,1.41,75.0,349.6,0.3285,Low
1,387.8,-1.49,501.9,0.96,20.0,1227.1,0.1284,Low
2,696.3,3.31,408.3,0.81,55.05,565.3,0.2836,Low
2,424.9,3.16,359.5,1.32,20.19,891.9,0.2193,Low
1,700.0,2.85,564.1,6.16,56.51,2706.1,0.4487,Medium
1,599.4,-2.02,448.5,1.73,43.76,164.8,0.2114,Low
1,252.1,4.14,462.5,3.85,56.24,436.3,0.2765,Low
1,596.2,0.68,486.3,2.05,51.78,3644.8,0.2296,Low
2,746.2,1.62,504.4,6.56,37.17,447.2,0.5102,Medium
2,527.0,-9.22,583.8,5.57,25.1,455.0,0.473,Medium
1,659.2,-7.8,431.3,6.71,21.43,298.7,0.3989,Medium
1,378.6,-8.41,503.3,2.78,-5.17,191.6,0.1954,Low
1,420.1,-5.23,685.8,1.72,31.61,358.3,0.1917,Low
1,324.9,-11.63,440.3,3.29,-11.93,352.4,0.2237,Low
1,421.1,-13.59,459.9,4.7,-7.09,382.0,0.2808,Low
1,250.0,2.74,303.7,3.98,15.64,1013.4,0.219,Low
1,491.0,-1.4,340.1,5.47,-2.01,154.0,0.2735,Low
2,474.2,4.38,705.5,7.61,31.92,866.5,0.5059,Medium
1,539.5,-1.17,455.5,2.53,57.53,354.4,0.2567,Low
1,296.9,-9.05,417.3,3.02,51.33,341.3,0.2623,Low
1,347.4,-5.44,534.9,2.32,8.49,699.4,0.174,Low
3,597.6,-3.13,385.3,2.07,57.98,1631.9,0.4604,Medium
2,881.3,12.91,584.9,5.93,-28.76,307.3,0.4735,Medium
2,487.4,10.01,549.9,2.16,1.16,7581.2,0.2247,Low
1,1057.5,7.34,375.2,0.51,16.59,1320.1,0.1741,Low
2,503.1,5.97,621.3,4.89,12.22,964.3,0.346,Medium
1,444.0,-0.97,535.5,1.71,57.57,317.3,0.2039,Low
1,440.5,-5.74,456.4,1.82,57.74,324.1,0.2245,Low
1,1255.5,0.41,641.0,6.1,2.96,1038.8,0.3669,Medium
2,475.7,11.38,586.0,0.96,9.55,571.5,0.1953,Low
2,761.8,-1.21,452.5,2.83,27.99,419.3,0.3378,Medium
2,562.9,8.48,547.6,1.51,43.08,5109.3,0.2798,Low
1,471.2,5.32,593.3,1.75,53.51,883.6,0.2011,Low
2,1141.3,-3.95,734.5,7.13,43.17,175.1,0.6427,Medium
1,459.8,-14.05,620.1,7.03,37.61,588.2,0.4674,Medium
2,1093.4,-15.03,620.4,4.04,56.71,244.5,0.6319,Medium
3,455.7,-1.55,301.7,1.41,58.06,2405.5,0.3929,Medium
1,913.7,-4.0,463.3,5.44,62.62,267.3,0.4716,Medium
1,429.4,5.39,769.1,5.76,16.81,211.2,0.3069,Low
1,450.3,-4.71,592.9,5.68,19.3,410.6,0.3275,Low
2,809.5,-0.34,325.1,0.96,9.97,311.2,0.2305,Low
1,302.4,-7.28,510.4,8.3,55.07,419.5,0.5215,Medium
2,341.2,-5.97,634.6,1.52,54.74,199.7,0.3248,Low
1,550.1,-1.23,452.1,5.52,26.22,493.5,0.3347,Medium
2,1046.7,-0.73,250.0,7.85,-8.95,100.1,0.4994,Medium
1,480.2,-0.28,514.7,5.52,21.7,369.0,0.3147,Low
3,506.5,5.37,538.8,1.79,13.05,408.2,0.3079,Low
1,795.1,0.54,517.7,6.94,-2.37,809.0,0.3503,Medium
1,504.1,-1.42,537.6,9.0,61.08,2272.8,0.5797,Medium
2,1088.9,-2.86,361.4,3.68,61.09,469.1,0.5052,Medium
1,573.6,1.56,659.9,3.23,9.75,353.8,0.2151,Low
1,1160.7,2.79,447.8,7.45,34.83,1399.7,0.5046,Medium
1,576.9,4.13,682.7,2.08,3.13,608.5,0.1658,Low
1,340.8,-4.46,287.3,6.1,38.68,1181.7,0.3667,Medium
1,765.3,3.61,463.5,6.76,2.11,992.5,0.3408,Medium
2,318.8,-1.15,760.5,2.1,54.37,413.5,0.3069,Low
1,727.1,-0.15,700.4,1.14,39.71,185.9,0.1906,Low
2,1163.3,6.32,473.5,1.68,56.55,977.4,0.3912,Medium
2,608.7,-1.9,422.9,6.84,32.91,842.9,0.5026,Medium
1,626.4,1.23,526.5,2.77,-27.94,175.9,0.2317,Low
3,682.9,-4.52,564.6,7.81,29.74,465.1,0.6611,High
2,1155.2,-9.0,448.7,2.23,7.58,760.0,0.3472,Medium
1,300.0,1.93,588.7,4.09,40.25,171.2,0.2684,Low
2,353.9,-7.46,661.5,3.35,10.89,601.7,0.3255,Low
1,299.7,-0.39,376.3,6.25,38.92,164.7,0.3614,Medium
1,481.9,-0.22,486.2,1.13,-22.37,99.1,0.1435,Low
1,307.4,-7.76,495.0,2.93,25.34,3663.5,0.2216,Low
2,346.6,1.19,301.8,6.84,18.41,159.6,0.4197,Medium
1,438.8,-5.13,600.7,6.21,25.58,331.9,0.3637,Medium
1,344.4,1.11,417.9,6.63,29.9,2527.7,0.3614,Medium
1,366.8,-2.73,534.9,1.55,53.1,450.6,0.1876,Low
2,349.4,-4.13,540.3,2.74,47.03,1476.5,0.3461,Medium
1,597.9,-2.43,542.5,6.55,11.72,827.8,0.3491,Medium
3,635.9,7.84,300.6,6.91,28.36,607.3,0.566,Medium
3,285.5,-0.32,530.4,8.1,-1.01,3385.3,0.4749,Medium
1,516.2,3.69,603.5,5.47,55.68,237.9,0.3887,Medium
1,563.9,-5.49,385.0,1.85,-6.72,156.2,0.1722,Low
1,354.4,-1.37,505.9,1.27,-28.16,1050.7,0.144,Low
2,855.1,-4.21,489.4,2.24,26.29,156.2,0.3388,Medium
1,300.8,2.49,255.7,8.48,39.95,300.3,0.461,Medium
2,329.3,-3.1,581.1,6.63,27.3,1270.0,0.4568,Medium
1,324.2,-13.66,678.3,7.47,2.4,1174.5,0.3712,Medium
2,811.3,3.63,738.8,1.4,-6.68,862.3,0.2393,Low
2,723.2,2.24,546.1,1.99,27.04,967.5,0.2907,Low
1,526.2,0.92,564.5,6.88,11.87,2889.2,0.3472,Medium
3,500.6,-1.19,649.3,6.38,-36.68,8864.5,0.5725,Medium
2,789.6,1.28,616.5,2.3,17.69,1022.3,0.2916,Low
2,879.3,1.72,346.7,7.45,4.85,185.6,0.4522,Medium
2,646.8,-1.15,585.7,1.79,-31.32,631.9,0.2899,Low
1,367.5,-5.77,421.5,4.79,25.54,1046.7,0.2946,Low
2,403.2,-0.13,789.3,2.39,9.98,2865.3,0.2413,Low
1,394.0,-4.97,460.6,6.62,-4.05,583.0,0.3176,Low
2,642.6,3.43,608.2,2.5,-40.19,220.9,0.3282,Low
1,290.8,-0.37,463.1,6.65,5.8,187.3,0.3019,Low
2,475.3,-3.56,493.5,9.0,19.64,823.3,0.5406,Medium
1,567.5,-1.24,589.7,3.36,6.57,1598.2,0.218,Low
1,364.9,-6.69,464.6,2.56,-39.26,163.3,0.2281,Low
1,460.0,-8.44,591.4,3.33,17.65,178.5,0.248,Low
